STATIONSKENNUNG,STATIONSNAME,STATIONS_ID,MaxvonGERAETETYP_NAME,MinvonVON_DATUM,GEOGR_BREITE,GEOGR_LAENGE,STATIONSHOEHE,Niederschlag 1 Min,Schnee manuell,Wind 10 Min,Temperatur und Feuchte 2 m 10 Min,Sonne 10 Min,Erdbodentemperaturen Standard 10 Min,HEADING_BUFR1,HEADING_BUFR2,HEADING_BUFR3,HEADING_BUFR4,HEADING_BUFR5,HEADING_BUFR6,HEADING_BUFR7
P532,Kösching,2700,AMDA III / S,01-Dec-04,48.830189,11.487243,416.0,1,1,,1,1,1,ISMD38 AMDS,ISID38 AMDS,ISND38 AMDS,ISXD38 AMDS,ISAD38 AMDS,ISHD38 AMDS,ISGD38 AMDS
P542,Markt Erlbach-Mosbach,6312,AMDA III / S,01-Nov-04,49.531414,10.641826,362.0,1,1,,1,1,1,ISMD38 AMDS,ISID38 AMDS,ISND38 AMDS,ISXD38 AMDS,ISAD38 AMDS,ISHD38 AMDS,ISGD38 AMDS
P548,Elsendorf-Horneck,7075,AMDA III / S,01-Feb-05,48.701955,11.849251,425.0,1,1,,1,1,1,ISMD38 AMDS,ISID38 AMDS,ISND38 AMDS,ISXD38 AMDS,ISAD38 AMDS,ISHD38 AMDS,ISGD38 AMDS
P549,Geisenfeld-Eichelberg,1578,AMDA III / N,01-Jun-04,48.651605,11.584471,395.0,1,1,,,,,ISMD88 AMDN,ISID88 AMDN,ISND88 AMDN,ISXD88 AMDN,ISAD88 AMDN,ISHD88 AMDN,ISGD88 AMDN
P551,Langquaid-Oberschneidhart,13676,AMDA III / W,01-Jan-10,48.860817,12.032303,378.0,,,1,,,,ISMD78 AMDW,ISID78 AMDW,ISND78 AMDW,ISXD78 AMDW,ISAD78 AMDW,ISHD78 AMDW,ISGD78 AMDW
P555,Mallersdorf-Pfaffenberg/Niederbayern,3147,AMDA III / S,01-Sep-13,48.772611,12.217711,418.0,1,1,,1,,,ISMD38 AMDS,ISID38 AMDS,ISND38 AMDS,ISXD38 AMDS,ISAD38 AMDS,ISHD38 AMDS,ISGD38 AMDS
P557,Hohenthann,2294,AMDA III / N,01-Jul-04,48.657323,12.088831,470.0,1,1,,,,,ISMD88 AMDN,ISID88 AMDN,ISND88 AMDN,ISXD88 AMDN,ISAD88 AMDN,ISHD88 AMDN,ISGD88 AMDN
P571,Bogen-Pfelling,589,AMDA III / N,01-May-04,48.884802,12.745134,345.0,1,1,,,,,ISMD89 AMDN,ISID89 AMDN,ISND89 AMDN,ISXD89 AMDN,ISAD89 AMDN,ISHD89 AMDN,ISGD89 AMDN
P572,Metten,3271,MODES III S,01-Nov-04,48.854761,12.918851,313.0,2,2,,2,,2,ISMD38 AMDS,ISID38 AMDS,ISND38 AMDS,ISXD38 AMDS,ISAD38 AMDS,ISHD38 AMDS,ISGD38 AMDS
P581,Kirchberg/Niederbayern -Zell,6191,MODES III N,01-Jan-05,48.902304,13.144176,683.0,2,2,,,,,ISMD89 AMDN,ISID89 AMDN,ISND89 AMDN,ISXD89 AMDN,ISAD89 AMDN,ISHD89 AMDN,ISGD89 AMDN
P585,Osterhofen-Thundorf,6161,AMDA III / N,01-Oct-04,48.757619,13.013098,310.0,3,3,,,,,ISMD89 AMDN,ISID89 AMDN,ISND89 AMDN,ISXD89 AMDN,ISAD89 AMDN,ISHD89 AMDN,ISGD89 AMDN
P586,Saldenburg-Entschenreuth,4354,MODES III S,01-Jan-06,48.783164,13.314550,456.0,2,2,,2,2,2,ISMD38 AMDS,ISID38 AMDS,ISND38 AMDS,ISXD38 AMDS,ISAD38 AMDS,ISHD38 AMDS,ISGD38 AMDS
P594,Grainet-Rehberg,1735,AMDA III / S,01-Mar-05,48.789321,13.629110,628.0,1,1,,1,1,,ISMD38 AMDS,ISID38 AMDS,ISND38 AMDS,ISXD38 AMDS,ISAD38 AMDS,ISHD38 AMDS,ISGD38 AMDS
P597,Büchlberg-Tannöd,2376,MODES III N,01-Dec-05,48.654858,13.507774,460.0,3,,,,,,ISMD88 AMDN,ISID88 AMDN,ISND88 AMDN,ISXD88 AMDN,ISAD88 AMDN,ISHD88 AMDN,ISGD88 AMDN
P599,Sonnen,4755,AMDA III / N,01-Nov-04,48.681865,13.735110,847.0,1,1,,,,,ISMD89 AMDN,ISID89 AMDN,ISND89 AMDN,ISXD89 AMDN,ISAD89 AMDN,ISHD89 AMDN,ISGD89 AMDN
P602,Dillingen/Donau-Fristingen,983,AMDA III / S,01-Dec-06,48.556225,10.559850,419.0,1,1,,1,1,,ISMD38 AMDS,ISID38 AMDS,ISND38 AMDS,ISXD38 AMDS,ISAD38 AMDS,ISHD38 AMDS,ISGD38 AMDS
P606,Günzburg,1886,MODES III S,01-Jul-04,48.487801,10.260741,444.0,3,3,3,3,,,ISMD39 AMDS,ISID39 AMDS,ISND39 AMDS,ISXD39 AMDS,ISAD39 AMDS,ISHD39 AMDS,ISGD39 AMDS
P618,Diedorf/Schwaben-Biburg,2792,AMDA III / N,01-Aug-04,48.373747,10.760424,498.0,1,1,,,,,ISMD88 AMDN,ISID88 AMDN,ISND88 AMDN,ISXD88 AMDN,ISAD88 AMDN,ISHD88 AMDN,ISGD88 AMDN
P621,Rain am Lech-Wallerdorf,4065,MODES III N,01-Jul-04,48.619200,11.005850,462.0,3,3,,,,,ISMD88 AMDN,ISID88 AMDN,ISND88 AMDN,ISXD88 AMDN,ISAD88 AMDN,ISHD88 AMDN,ISGD88 AMDN
P627,Schrobenhausen,4567,MODES III N,01-Jun-04,48.553897,11.284675,414.0,4,4,,,,,ISMD88 AMDN,ISID88 AMDN,ISND88 AMDN,ISXD88 AMDN,ISAD88 AMDN,ISHD88 AMDN,ISGD88 AMDN
P629,Altomünster-Maisbrunn,142,AMDA III / S,01-Dec-05,48.406038,11.311716,510.0,1,1,,1,,,ISMD38 AMDS,ISID38 AMDS,ISND38 AMDS,ISXD38 AMDS,ISAD38 AMDS,ISHD38 AMDS,ISGD38 AMDS
P637,Scheyern,4441,AMDA III / N,01-May-04,48.502511,11.454329,481.0,1,1,,,,,ISMD88 AMDN,ISID88 AMDN,ISND88 AMDN,ISXD88 AMDN,ISAD88 AMDN,ISHD88 AMDN,ISGD88 AMDN
P639,Fahrenzhausen,5470,AMDA III / N,01-Nov-02,48.362953,11.563610,458.0,1,1,,,,,ISMD88 AMDN,ISID88 AMDN,ISND88 AMDN,ISXD88 AMDN,ISAD88 AMDN,ISHD88 AMDN,ISGD88 AMDN
P642,Schweitenkirchen-Sünzhausen,4946,AMDA III / N,01-Jun-04,48.515136,11.654195,499.0,1,1,,,,,ISMD88 AMDN,ISID88 AMDN,ISND88 AMDN,ISXD88 AMDN,ISAD88 AMDN,ISHD88 AMDN,ISGD88 AMDN
P645,Nandlstadt,3435,AMDA III / N,01-Nov-02,48.523466,11.839833,475.0,1,1,,,,,ISMD88 AMDN,ISID88 AMDN,ISND88 AMDN,ISXD88 AMDN,ISAD88 AMDN,ISHD88 AMDN,ISGD88 AMDN
P655,Landshut-Reithof,13710,AMDA III / S,01-Apr-08,48.573370,12.257556,490.0,1,1,,1,,,ISMD38 AMDS,ISID38 AMDS,ISND38 AMDS,ISXD38 AMDS,ISAD38 AMDS,ISHD38 AMDS,ISGD38 AMDS
P659,Oberschleißheim,3722,MODES III N,01-Jan-05,48.244343,11.552833,484.0,4,4,,,,,ISMD88 AMDN,ISID88 AMDN,ISND88 AMDN,ISXD88 AMDN,ISAD88 AMDN,ISHD88 AMDN,ISGD88 AMDN
P661,Loiching,3607,MODES III N,01-Oct-04,48.610610,12.414300,416.0,2,2,,,,,ISMD88 AMDN,ISID88 AMDN,ISND88 AMDN,ISXD88 AMDN,ISAD88 AMDN,ISHD88 AMDN,ISGD88 AMDN
P663,Mamming-Schneiderberg,3153,MODES III N,01-Oct-04,48.618731,12.623156,447.0,2,2,,,,,ISMD88 AMDN,ISID88 AMDN,ISND88 AMDN,ISXD88 AMDN,ISAD88 AMDN,ISHD88 AMDN,ISGD88 AMDN
P666,Vilsbiburg,5230,AMDA III / N,01-Oct-04,48.452739,12.338160,461.0,1,1,,,,,ISMD88 AMDN,ISID88 AMDN,ISND88 AMDN,ISXD88 AMDN,ISAD88 AMDN,ISHD88 AMDN,ISGD88 AMDN
P674,"Falkenberg,Kr.Rottal-Inn",1332,MODES III S,01-Mar-05,48.483150,12.724108,472.0,2,2,,2,,,ISMD38 AMDS,ISID38 AMDS,ISND38 AMDS,ISXD38 AMDS,ISAD38 AMDS,ISHD38 AMDS,ISGD38 AMDS
P678,Wurmannsquick-Egelsberg,5721,AMDA III / N,01-Nov-04,48.356862,12.767840,475.0,1,1,,,,,ISMD88 AMDN,ISID88 AMDN,ISND88 AMDN,ISXD88 AMDN,ISAD88 AMDN,ISHD88 AMDN,ISGD88 AMDN
P681,Aldersbach-Kriestorf,73,MODES III S,01-Apr-07,48.615935,13.050595,340.0,2,2,,2,2,,ISMD38 AMDS,ISID38 AMDS,ISND38 AMDS,ISXD38 AMDS,ISAD38 AMDS,ISHD38 AMDS,ISGD38 AMDS
P687,Pfarrkirchen,3919,AMDA III / N,01-Sep-04,48.425157,12.992307,378.0,1,1,,,,,ISMD88 AMDN,ISID88 AMDN,ISND88 AMDN,ISXD88 AMDN,ISAD88 AMDN,ISHD88 AMDN,ISGD88 AMDN
P688,Rotthalmünster (Landwirtschaftsamt),13932,MODES III W,01-Nov-08,48.361726,13.193834,387.0,,,2,,,,ISMD78 AMDW,ISID78 AMDW,ISND78 AMDW,ISXD78 AMDW,ISAD78 AMDW,ISHD78 AMDW,ISGD78 AMDW
P689,Pocking,3960,MODES III N,01-Sep-04,48.395163,13.313962,323.0,2,2,,,,,ISMD88 AMDN,ISID88 AMDN,ISND88 AMDN,ISXD88 AMDN,ISAD88 AMDN,ISHD88 AMDN,ISGD88 AMDN
P699,Untergriesbach-Glotzing,5161,AMDA III / N,01-Sep-04,48.559848,13.749397,575.0,3,3,,,,,ISMD88 AMDN,ISID88 AMDN,ISND88 AMDN,ISXD88 AMDN,ISAD88 AMDN,ISHD88 AMDN,ISGD88 AMDN
P702,Weißenhorn-Oberreichenbach,5444,AMDA III / N,01-Jul-04,48.309079,10.204823,500.0,1,1,,,,,ISMD88 AMDN,ISID88 AMDN,ISND88 AMDN,ISXD88 AMDN,ISAD88 AMDN,ISHD88 AMDN,ISGD88 AMDN
P741,Maisach-Galgen,6346,MODES III S,01-Feb-05,48.206980,11.203480,530.0,2,2,,2,,,ISMD38 AMDS,ISID38 AMDS,ISND38 AMDS,ISXD38 AMDS,ISAD38 AMDS,ISHD38 AMDS,ISGD38 AMDS
P760,Nassenfels,3438,AMDA III / N,01-Dec-04,48.801603,11.218112,401.0,1,1,,,,,ISMD88 AMDN,ISID88 AMDN,ISND88 AMDN,ISXD88 AMDN,ISAD88 AMDN,ISHD88 AMDN,ISGD88 AMDN
P765,Isen-Westach,2416,MODES III N,01-Jan-05,48.202175,12.038246,550.0,2,2,,,,,ISMD88 AMDN,ISID88 AMDN,ISND88 AMDN,ISXD88 AMDN,ISAD88 AMDN,ISHD88 AMDN,ISGD88 AMDN
P768,Ebersberg-Halbing,1103,MODES III S,01-Oct-06,48.100186,11.987154,592.0,5,5,,5,,,ISMD38 AMDS,ISID38 AMDS,ISND38 AMDS,ISXD38 AMDS,ISAD38 AMDS,ISHD38 AMDS,ISGD38 AMDS
P785,Tüßling,5123,AMDA III / N,01-Sep-04,48.207978,12.629562,417.0,1,1,,,,,ISMD88 AMDN,ISID88 AMDN,ISND88 AMDN,ISXD88 AMDN,ISAD88 AMDN,ISHD88 AMDN,ISGD88 AMDN
P788,Tacherting-Spreit,1237,AMDA III / N,01-Sep-04,48.089091,12.507082,508.0,1,1,,,,,ISMD88 AMDN,ISID88 AMDN,ISND88 AMDN,ISXD88 AMDN,ISAD88 AMDN,ISHD88 AMDN,ISGD88 AMDN
P794,Simbach/Inn,4706,AMDA III / S,01-Mar-05,48.271874,13.027305,360.0,1,1,,1,1,1,ISMD38 AMDS,ISID38 AMDS,ISND38 AMDS,ISXD38 AMDS,ISAD38 AMDS,ISHD38 AMDS,ISGD38 AMDS
P801,Memmingen,3244,MODES III S,01-Aug-09,47.982038,10.138397,615.0,3,3,3,3,3,,ISMD39 AMDS,ISID39 AMDS,ISND39 AMDS,ISXD39 AMDS,ISAD38 AMDS,ISHD38 AMDS,ISGD38 AMDS
P803,Ottobeuren,3849,AMDA III / N,01-Mar-05,47.930195,10.309893,665.0,1,1,,,,,ISMD88 AMDN,ISID88 AMDN,ISND88 AMDN,ISXD88 AMDN,ISAD88 AMDN,ISHD88 AMDN,ISGD88 AMDN
P804,Attenkam,217,MODES III S,01-Jan-05,47.877407,11.364245,672.0,2,2,,2,2,,ISMD38 AMDS,ISID38 AMDS,ISND38 AMDS,ISXD38 AMDS,ISAD38 AMDS,ISHD38 AMDS,ISGD38 AMDS
P817,Kaufbeuren-Oberbeuren,15555,MODES III S,01-May-16,47.876101,10.584838,816.0,1,1,,1,1,1,ISMD38 AMDS,ISID38 AMDS,ISND38 AMDS,ISXD38 AMDS,ISAD38 AMDS,ISHD38 AMDS,ISGD38 AMDS
P818,Kraftisried,5169,AMDA III / N,01-Dec-04,47.767414,10.460473,831.0,1,1,,,,,ISMD88 AMDN,ISID88 AMDN,ISND88 AMDN,ISXD88 AMDN,ISAD88 AMDN,ISHD88 AMDN,ISGD88 AMDN
P821,Buchloe,2387,AMDA III / N,01-Aug-04,48.037385,10.740931,626.0,1,1,,,,,ISMD88 AMDN,ISID88 AMDN,ISND88 AMDN,ISXD88 AMDN,ISAD88 AMDN,ISHD88 AMDN,ISGD88 AMDN
P824,Vilgertshofen-Pflugdorf,5227,AMDA III / N,01-Nov-04,47.968784,10.915590,685.0,1,1,,,,,ISMD88 AMDN,ISID88 AMDN,ISND88 AMDN,ISXD88 AMDN,ISAD88 AMDN,ISHD88 AMDN,ISGD88 AMDN
P829,Steingaden-Lauterbach,4850,AMDA III / N,01-Dec-09,47.711210,10.875790,782.0,1,1,,,,,ISMD88 AMDN,ISID88 AMDN,ISND88 AMDN,ISXD88 AMDN,ISAD88 AMDN,ISHD88 AMDN,ISGD88 AMDN
P830,Oberhaching-Laufzorn,7431,MODES III S,01-Nov-07,48.013020,11.552420,604.0,3,3,,3,,,ISMD38 AMDS,ISID38 AMDS,ISND38 AMDS,ISXD38 AMDS,ISAD38 AMDS,ISHD38 AMDS,ISGD38 AMDS
P831,Wielenbach (Demollstr.),5538,MODES III S,01-Jan-05,47.882705,11.157574,550.0,2,2,2,2,2,2,ISMD38 AMDS,ISID38 AMDS,ISND38 AMDS,ISXD38 AMDS,ISAD38 AMDS,ISHD38 AMDS,ISGD38 AMDS
P846,Schäftlarn-Kloster Schäftlarn,4413,AMDA III / N,01-Oct-04,47.976706,11.469292,557.0,1,1,,,,,ISMD88 AMDN,ISID88 AMDN,ISND88 AMDN,ISXD88 AMDN,ISAD88 AMDN,ISHD88 AMDN,ISGD88 AMDN
P856,Holzkirchen,2319,AMDA III / S,01-Jun-05,47.882278,11.696150,685.0,1,1,,1,,,ISMD38 AMDS,ISID38 AMDS,ISND38 AMDS,ISXD38 AMDS,ISAD38 AMDS,ISHD38 AMDS,ISGD38 AMDS
P862,Feldkirchen-Westerham-Lenzmühle,1844,MODES III N,01-Jan-07,47.941140,11.900440,517.0,2,2,,,,,ISMD88 AMDN,ISID88 AMDN,ISND88 AMDN,ISXD88 AMDN,ISAD88 AMDN,ISHD88 AMDN,ISGD88 AMDN
P870,Irschenberg-Kasthub,2415,AMDA III / N,01-Feb-05,47.817717,11.867776,715.0,1,1,,,,,ISMD88 AMDN,ISID88 AMDN,ISND88 AMDN,ISXD88 AMDN,ISAD88 AMDN,ISHD88 AMDN,ISGD88 AMDN
P873,Vogtareuth (Kläranlage),6211,AMDA III / W,23-Aug-07,47.954991,12.173474,464.0,,,1,,,,ISMD78 AMDW,ISID78 AMDW,ISND78 AMDW,ISXD78 AMDW,ISAD78 AMDW,ISHD78 AMDW,ISGD78 AMDW
P874,Amerang-Pfaffing,154,AMDA III / S,01-Mar-05,48.019697,12.292413,515.0,2,2,,2,2,2,ISMD38 AMDS,ISID38 AMDS,ISND38 AMDS,ISXD38 AMDS,ISAD38 AMDS,ISHD38 AMDS,ISGD38 AMDS
P875,Chiemsee-Herrenchiemsee,857,AMDA III / N,01-Feb-05,47.867715,12.394901,536.0,2,2,,,,,ISMD88 AMDN,ISID88 AMDN,ISND88 AMDN,ISXD88 AMDN,ISAD88 AMDN,ISHD88 AMDN,ISGD88 AMDN
P877,Rosenheim,4261,MODES III S,01-Mar-06,47.875350,12.127954,444.0,2,2,,2,2,,ISMD38 AMDS,ISID38 AMDS,ISND38 AMDS,ISXD38 AMDS,ISAD38 AMDS,ISHD38 AMDS,ISGD38 AMDS
P881,Trostberg,5111,AMDA III / S,01-Apr-06,48.031110,12.539570,559.0,1,1,,1,,,ISMD38 AMDS,ISID38 AMDS,ISND38 AMDS,ISXD38 AMDS,ISAD38 AMDS,ISHD38 AMDS,ISGD38 AMDS
P887,Sigmarszell-Zeisertsweiler,4704,AMDA III / S,01-May-05,47.577601,9.740431,507.0,1,1,,1,1,,ISMD38 AMDS,ISID38 AMDS,ISND38 AMDS,ISXD38 AMDS,ISAD38 AMDS,ISHD38 AMDS,ISGD38 AMDS
P892,Waging am See,5276,AMDA III / N,01-Apr-05,47.923677,12.755771,475.0,2,2,,,,,ISMD88 AMDN,ISID88 AMDN,ISND88 AMDN,ISXD88 AMDN,ISAD88 AMDN,ISHD88 AMDN,ISGD88 AMDN
P893,Teisendorf,5000,AMDA III / N,01-Feb-05,47.852720,12.828141,496.0,1,1,,,,,ISMD88 AMDN,ISID88 AMDN,ISND88 AMDN,ISXD88 AMDN,ISAD88 AMDN,ISHD88 AMDN,ISGD88 AMDN
P894,Waging am See-Schnöbling,2573,AMDA III / W,05-Dec-07,47.958838,12.771663,470.0,,,1,,,,ISMD78 AMDW,ISID78 AMDW,ISND78 AMDW,ISXD78 AMDW,ISAD78 AMDW,ISHD78 AMDW,ISGD78 AMDW
P900,Frasdorf-Greimelberg,15520,MODES III W,01-Sep-15,47.819019,12.295609,656.0,,,1,,,,ISMD78 AMDW,ISID78 AMDW,ISND78 AMDW,ISXD78 AMDW,ISAD78 AMDW,ISHD78 AMDW,ISGD78 AMDW
P903,Lindau (SWN),6102,AMDA III / W,21-Sep-07,47.539586,9.684332,397.0,,,3,,,,ISMD77 AMDW,ISID77 AMDW,ISND77 AMDW,ISXD77 AMDW,ISAD77 AMDW,ISHD77 AMDW,ISGD77 AMDW
P904,Siegsdorf-Höll,7105,AMDA III / S,01-Jun-05,47.835000,12.654785,721.0,2,2,,2,,,ISMD38 AMDS,ISID38 AMDS,ISND38 AMDS,ISXD38 AMDS,ISAD38 AMDS,ISHD38 AMDS,ISGD38 AMDS
P908,Oberreute,3714,AMDA III / N,01-Sep-04,47.553836,9.940748,903.0,1,1,,,,,ISMD88 AMDN,ISID88 AMDN,ISND88 AMDN,ISXD88 AMDN,ISAD88 AMDN,ISHD88 AMDN,ISGD88 AMDN
P914,Immenstadt-Reute,2405,AMDA III / N,01-Dec-04,47.607774,10.202039,960.0,1,1,,,,,ISMD88 AMDN,ISID88 AMDN,ISND88 AMDN,ISXD88 AMDN,ISAD88 AMDN,ISHD88 AMDN,ISGD88 AMDN
P916,Balderschwang,275,MODES III N,01-Oct-04,47.465029,10.104314,1037.0,2,2,,,,,ISMD88 AMDN,ISID88 AMDN,ISND88 AMDN,ISXD88 AMDN,ISAD88 AMDN,ISHD88 AMDN,ISGD88 AMDN
P924,Oy-Mittelberg-Petersthal,3857,AMDA III / S,01-Jan-05,47.636182,10.389223,885.0,1,1,,1,,,ISMD38 AMDS,ISID38 AMDS,ISND38 AMDS,ISXD38 AMDS,ISAD38 AMDS,ISHD38 AMDS,ISGD38 AMDS
P935,Halblech-Bayerniederhofen,15214,MODES III W,01-Nov-13,47.624688,10.807615,808.0,,,2,,,,ISMD78 AMDW,ISID78 AMDW,ISND78 AMDW,ISXD78 AMDW,ISAD78 AMDW,ISHD78 AMDW,ISGD78 AMDW
P942,"Kohlgrub, Bad (Rosshof)",2708,AMDA III / S,01-Jul-06,47.665229,11.080388,740.0,2,2,,2,2,,ISMD38 AMDS,ISID38 AMDS,ISND38 AMDS,ISXD38 AMDS,ISAD38 AMDS,ISHD38 AMDS,ISGD38 AMDS
P944,Oberammergau,3677,AMDA III / N,01-Sep-04,47.602881,11.060714,835.0,1,1,,,,,ISMD88 AMDN,ISID88 AMDN,ISND88 AMDN,ISXD88 AMDN,ISAD88 AMDN,ISHD88 AMDN,ISGD88 AMDN
P946,"Mehring, Kr. Altötting-Niederholz",808,MODES III N,01-Mar-06,48.186882,12.809837,411.0,2,2,,,,,ISMD88 AMDN,ISID88 AMDN,ISND88 AMDN,ISXD88 AMDN,ISAD88 AMDN,ISHD88 AMDN,ISGD88 AMDN
P948,Mittenwald-Buckelwiesen,3307,AMDA III / S,01-Apr-08,47.477882,11.265305,981.0,1,1,,1,,,ISMD38 AMDS,ISID38 AMDS,ISND38 AMDS,ISXD38 AMDS,ISAD38 AMDS,ISHD38 AMDS,ISGD38 AMDS
P949,Mittenwald/Obb.,6103,MODES III W,08-Oct-07,47.428651,11.261681,923.0,,,2,,,,ISMD78 AMDW,ISID78 AMDW,ISND78 AMDW,ISXD78 AMDW,ISAD78 AMDW,ISHD78 AMDW,ISGD78 AMDW
P956,Jachenau-Tannern,6257,AMDA III / N,01-Jul-06,47.627937,11.516619,720.0,1,1,,,,,ISMD88 AMDN,ISID88 AMDN,ISND88 AMDN,ISXD88 AMDN,ISAD88 AMDN,ISHD88 AMDN,ISGD88 AMDN
P958,Kreuth-Glashütte,2740,AMDA III / N,01-May-05,47.610524,11.646172,897.0,1,1,,,,,ISMD88 AMDN,ISID88 AMDN,ISND88 AMDN,ISXD88 AMDN,ISAD88 AMDN,ISHD88 AMDN,ISGD88 AMDN
P960,Waakirchen-Demmelberg,5262,AMDA III / N,01-Oct-04,47.756438,11.692755,815.0,1,1,,,,,ISMD88 AMDN,ISID88 AMDN,ISND88 AMDN,ISXD88 AMDN,ISAD88 AMDN,ISHD88 AMDN,ISGD88 AMDN
P966,Obere Firstalm/Schlierseer Berge,4617,MODES III N,01-Nov-06,47.669934,11.854380,1369.0,2,2,,,,,ISMD88 AMDN,ISID88 AMDN,ISND88 AMDN,ISXD88 AMDN,ISAD88 AMDN,ISHD88 AMDN,ISGD88 AMDN
P971,Brannenburg-Degerndorf,653,AMDA III / N,01-May-05,47.724129,12.109143,481.0,1,1,,,,,ISMD88 AMDN,ISID88 AMDN,ISND88 AMDN,ISXD88 AMDN,ISAD88 AMDN,ISHD88 AMDN,ISGD88 AMDN
P974,Aschau-Stein,205,AMDA III / N,01-May-05,47.727430,12.298217,680.0,1,1,,,,,ISMD88 AMDN,ISID88 AMDN,ISND88 AMDN,ISXD88 AMDN,ISAD88 AMDN,ISHD88 AMDN,ISGD88 AMDN
P975,Kiefersfelden-Gach,3679,AMDA III / S,01-Nov-06,47.618683,12.166588,518.0,2,2,,2,,,ISMD38 AMDS,ISID38 AMDS,ISND38 AMDS,ISXD38 AMDS,ISAD38 AMDS,ISHD38 AMDS,ISGD38 AMDS
P982,Reit im Winkl,5941,AMDA III / S,01-Mar-07,47.675395,12.469768,685.0,1,1,,1,,,ISMD38 AMDS,ISID38 AMDS,ISND38 AMDS,ISXD38 AMDS,ISAD38 AMDS,ISHD38 AMDS,ISGD38 AMDS
P991,Piding,7424,AMDA III / S,01-Dec-06,47.772378,12.907293,458.0,2,2,,2,2,2,ISMD38 AMDS,ISID38 AMDS,ISND38 AMDS,ISXD38 AMDS,ISAD38 AMDS,ISHD38 AMDS,ISGD38 AMDS
P994,Marktschellenberg,3192,AMDA III / N,01-Mar-05,47.704587,13.037198,501.0,1,1,,,,,ISMD88 AMDN,ISID88 AMDN,ISND88 AMDN,ISXD88 AMDN,ISAD88 AMDN,ISHD88 AMDN,ISGD88 AMDN
P995,Ramsau-Schwarzeck/Schmuck,6203,AMDA III / N,01-Mar-05,47.628046,12.901534,1088.0,1,1,,,,,ISMD88 AMDN,ISID88 AMDN,ISND88 AMDN,ISXD88 AMDN,ISAD88 AMDN,ISHD88 AMDN,ISGD88 AMDN
P996,Berchtesgaden,6190,MODES III N,01-Mar-05,47.639213,13.006826,600.0,2,2,,,,,ISMD88 AMDN,ISID88 AMDN,ISND88 AMDN,ISXD88 AMDN,ISAD88 AMDN,ISHD88 AMDN,ISGD88 AMDN
Q017,Heidelberg-Kurpfalzhof,15514,MODES III N,01-Nov-17,49.376648,8.617740,104.0,1,1,,,,,ISMD87 AMDN,ISID87 AMDN,ISND87 AMDN,ISXD87 AMDN,ISAD87 AMDN,ISHD87 AMDN,ISGD87 AMDN
Q027,Neckargemünd-Kleingemünd,3448,MODES III N,09-Jun-10,49.394485,8.804550,117.0,2,2,,,,,ISMD87 AMDN,ISID87 AMDN,ISND87 AMDN,ISXD87 AMDN,ISAD87 AMDN,ISHD87 AMDN,ISGD87 AMDN
Q033,Königheim,7104,MODES III N,01-Jan-05,49.620799,9.603276,225.0,3,3,,,,,ISMD87 AMDN,ISID87 AMDN,ISND87 AMDN,ISXD87 AMDN,ISAD87 AMDN,ISHD87 AMDN,ISGD87 AMDN
Q047,Elztal-Rittersbach,1216,MODES III N,01-Feb-05,49.425138,9.242966,312.0,2,2,,,,,ISMD87 AMDN,ISID87 AMDN,ISND87 AMDN,ISXD87 AMDN,ISAD87 AMDN,ISHD87 AMDN,ISGD87 AMDN
Q053,Walldürn,5327,AMDA III / W,09-Dec-09,49.578873,9.397452,404.1,,,1,,,,ISMD77 AMDW,ISID77 AMDW,ISND77 AMDW,ISXD77 AMDW,ISAD77 AMDW,ISHD77 AMDW,ISGD77 AMDW
Q055,"Buchen, Kr. Neckar-Odenwald",755,MODES III S,01-Jun-04,49.518196,9.321270,340.0,2,2,,2,2,,ISMD37 AMDS,ISID37 AMDS,ISND37 AMDS,ISXD37 AMDS,ISAD37 AMDS,ISHD37 AMDS,ISGD37 AMDS
Q059,Seckach,7429,MODES III N,01-Dec-06,49.425020,9.331417,334.0,2,2,,,,,ISMD87 AMDN,ISID87 AMDN,ISND87 AMDN,ISXD87 AMDN,ISAD87 AMDN,ISHD87 AMDN,ISGD87 AMDN
Q060,Stockach,4881,AMDA III / N,10-Nov-04,47.859069,9.015198,532.0,1,1,,,,,ISMD87 AMDN,ISID87 AMDN,ISND87 AMDN,ISXD87 AMDN,ISAD87 AMDN,ISHD87 AMDN,ISGD87 AMDN
Q061,Notzingen,6275,MODES III S,01-Jul-04,48.670482,9.462662,325.0,2,2,,2,,,ISMD37 AMDS,ISID37 AMDS,ISND37 AMDS,ISXD37 AMDS,ISAD37 AMDS,ISHD37 AMDS,ISGD37 AMDS
Q062,Freudenberg/Main-Boxtal,7187,MODES III S,01-Dec-04,49.763623,9.406268,193.0,2,2,,2,,2,ISMD37 AMDS,ISID37 AMDS,ISND37 AMDS,ISXD37 AMDS,ISAD37 AMDS,ISHD37 AMDS,ISGD37 AMDS
Q066,Lauda-Königshofen-Heckfeld,2880,AMDA III / N,11-Jul-05,49.552228,9.634495,324.0,1,1,,,,,ISMD87 AMDN,ISID87 AMDN,ISND87 AMDN,ISXD87 AMDN,ISAD87 AMDN,ISHD87 AMDN,ISGD87 AMDN
Q076,"Mergentheim, Bad-Neunkirchen",3257,AMDA III / S,01-Jun-04,49.477317,9.762223,250.0,1,1,,1,,,ISMD37 AMDS,ISID37 AMDS,ISND37 AMDS,ISXD37 AMDS,ISAD37 AMDS,ISHD37 AMDS,ISGD37 AMDS
